address,location,latitude,longitude,temp
138 BISHAN ST 12 SINGAPORE,"138, Bishan Street 12, 570138, Bishan Street 12, Singapore, Singapore",1.34436505,103.8525217,
148 BISHAN ST 11 SINGAPORE,"148, Bishan Street 11, 570148, Bishan Street 11, Singapore, Singapore",1.3443689,103.8544831,
191 BOON LAY DR SINGAPORE,"191, Boon Lay Drive, 640191, Boon Lay Drive, Singapore, Singapore",1.34437465,103.7126756,
263 JURONG EAST ST 24 SINGAPORE,"263, Jurong East Street 24, 600263, Jurong East Street 24, Singapore, Singapore",1.34437595,103.7416124,
204 BOON LAY DR SINGAPORE,"204, Boon Lay Drive, 640204, Boon Lay Drive, Singapore, Singapore",1.344387,103.7151462,
681A JURONG WEST CTRL 1 SINGAPORE,"681A, Jurong West Central 1, 641681, Jurong West Central 1, Singapore, Singapore",1.344388,103.7051944,
245 SIMEI ST 5 SINGAPORE,"245, Simei Street 5, 520245, Simeo Street 5, Singapore, Singapore",1.34439425,103.9541166,
948 JURONG WEST ST 91 SINGAPORE,"948, Jurong West Street 91, 640948, Jurong West Street 91, Singapore, Singapore",1.34439735,103.6910085,
198 BOON LAY DR SINGAPORE,"198, Boon Lay Drive, 640198, Boon Lay Drive, Singapore, Singapore",1.3444039,103.714373,
290D BT BATOK EAST AVE 3 SINGAPORE,"290D, Bukit Batok East Avenue 3, 651290, Bukit Batok East Avenue 3, Singapore, Singapore",1.34440655,103.7575545,
349 JURONG EAST AVE 1 SINGAPORE,"349, Jurong East Avenue 1, 600349, Jurong East Avenue 1, Singapore, Singapore",1.3444073,103.7314345,
117 SIMEI ST 1 SINGAPORE,"117, Simei Street 1, 520117, Simei Street 1, Singapore, Singapore",1.34443945,103.9512019,
158 SIMEI RD SINGAPORE,"158, Simei Road, 520158, Simei Road, Singapore, Singapore",1.34446065,103.9598319,
137 BISHAN ST 12 SINGAPORE,"137, Bishan Street 12, 570137, Bishan Street 12, Singapore, Singapore",1.3444608,103.851748,
842 JURONG WEST ST 81 SINGAPORE,"842, Jurong West Street 81, 640842, Jurong West Street 81, Singapore, Singapore",1.3444773,103.6934712,
673B JURONG WEST ST 65 SINGAPORE,"673B, Jurong West Street 65, 642673, Jurong West Street 65, Singapore, Singapore",1.34450625,103.7017852,
289F BT BATOK ST 25 SINGAPORE,"289F, Bukit Batok Street 25, 655289, Bukit Batok Street 25, Singapore, Singapore",1.344514,103.759434,
841 JURONG WEST ST 81 SINGAPORE,"841, Jurong West Street 81, 640841, Jurong West Street 81, Singapore, Singapore",1.3445283,103.6928794,
944 JURONG WEST ST 91 SINGAPORE,"944, Jurong West Street 91, 640944, Jurong West Street 91, Singapore, Singapore",1.3445383,103.6896587,
348 JURONG EAST AVE 1 SINGAPORE,"348, Jurong East Avenue 1, 609787, Jurong East Avenue 1, Singapore, Singapore",1.3445598,103.731074,
517E JURONG WEST ST 52 SINGAPORE,"517E, Jurong West Street 52, 645517, Jurong West Street 52, Singapore, Singapore",1.34457925,103.7190293,
680A JURONG WEST CTRL 1 SINGAPORE,"680A, Jurong West Central 1, 641680, Jurong West Central 1, Singapore, Singapore",1.3446006,103.7055297,
289A BT BATOK ST 25 SINGAPORE,"289A, Bukit Batok Street 25, 650289, Bukit Batok Street 25, Singapore, Singapore",1.3446019,103.7606773,
719 JURONG WEST AVE 5 SINGAPORE,"719, Jurong West Avenue 5, 640719, Jurong West Avenue 5, Singapore, Singapore",1.3446021,103.6969878,
681C JURONG WEST CTRL 1 SINGAPORE,"681C, Jurong West Central 1, 641681, Jurong West Central 1, Singapore, Singapore",1.34460465,103.7045619,
298 BT BATOK ST 22 SINGAPORE,"298, Bukit Batok Street 22, 650298, Bukit Batok Street 22, Singapore, Singapore",1.34465135,103.7470317,
674A JURONG WEST ST 65 SINGAPORE,"674A, Jurong West Street 65, 641674, Jurong West Street 65, Singapore, Singapore",1.34469065,103.7021115,
150A BISHAN ST 11 SINGAPORE,"150A, Bishan Street 11, 570151, Bishan Street 11, Singapore, Singapore",1.34469605,103.8559229,
150 BISHAN ST 11 SINGAPORE,"150A, Bishan Street 11, 570151, Bishan Street 11, Singapore, Singapore",1.34469605,103.8559229,
155 SIMEI RD SINGAPORE,"155, Simei Road, 520155, Simei Road, Singapore, Singapore",1.3447126,103.9582259,
146 SIMEI ST 2 SINGAPORE,"146, Simei Street 2, 520146, Simei Street 2, Singapore, Singapore",1.34471965,103.9560623,
673C JURONG WEST ST 65 SINGAPORE,"673C, Jurong West Street 65, 643673, Jurong West Street 65, Singapore, Singapore",1.34472155,103.7012768,
817 JURONG WEST ST 81 SINGAPORE,"817, Jurong West Street 81, 640817, Jurong West Street 81, Singapore, Singapore",1.3447547,103.6961686,
145 BISHAN ST 11 SINGAPORE,"145, Bishan Street 11, 570145, Bishan Street 11, Singapore, Singapore",1.3447726,103.8546556,
120 SIMEI ST 1 SINGAPORE,"120, Simei Street 1, 520120, Simei Street 1, Singapore, Singapore",1.3447996,103.9531707,
681B JURONG WEST CTRL 1 SINGAPORE,"681B, Jurong West Central 1, 642681, Jurong West Central 1, Singapore, Singapore",1.3448048,103.7049582,
678C JURONG WEST ST 64 SINGAPORE,"678C, Jurong West Street 64, 643678, Jurong West Street 64, Singapore, Singapore",1.344823,103.7036136,
154 SIMEI ST 1 SINGAPORE,"154, Simei Street 1, 520154, Simei Street 1, Singapore, Singapore",1.34482585,103.956786,
351 JURONG EAST ST 31 SINGAPORE,"351, Jurong East Street 31, 600351, Jurong East Street 31, Singapore, Singapore",1.3448351,103.7307749,
145 SIMEI ST 2 SINGAPORE,"145, Simei Street 2, 520145, Simei Street 2, Singapore, Singapore",1.3448358,103.9555784,
289G BT BATOK ST 25 SINGAPORE,"289G, 656289, Bukit Batok Street 25, 656289, Singapore, Singapore",1.34484425,103.7585625,
205 BOON LAY DR SINGAPORE,"205, Boon Lay Drive, 640205, Boon Lay Drive, Singapore, Singapore",1.34484425,103.7157767,
101 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.344858,103.8483891,
352 JURONG EAST ST 31 SINGAPORE,"352, Jurong East Street 31, 600352, Jurong East Street 31, Singapore, Singapore",1.34487095,103.7303985,
140 BISHAN ST 12 SINGAPORE,"140, Bishan Street 12, 570140, Bishan Street 12, Singapore, Singapore",1.3448766,103.8528464,
845 JURONG WEST ST 81 SINGAPORE,"845, Jurong West Street 81, 640845, Jurong West Street 81, Singapore, Singapore",1.34488795,103.691673,
829 JURONG WEST ST 81 SINGAPORE,"829, Jurong West Street 81, 640829, Jurong West Street 81, Singapore, Singapore",1.34491045,103.6940592,
678D JURONG WEST ST 64 SINGAPORE,"678D, Jurong West Street 64, 644678, Jurong West Street 64, Singapore, Singapore",1.3449138,103.7033769,
135 BISHAN ST 12 SINGAPORE,"135A, Bishan Street 12, 570132, Bishan Street 12, Singapore, Singapore",1.3449231,103.851511,
160 SIMEI RD SINGAPORE,"160, Simei Road, 520160, Simei Road, Singapore, Singapore",1.34492735,103.9594637,
517D JURONG WEST ST 52 SINGAPORE,"517D, Jurong West Street 52, 644517, Jurong West Street 52, Singapore, Singapore",1.34494245,103.7194909,
517C JURONG WEST ST 52 SINGAPORE,"517C, Jurong West Street 52, 643517, Jurong West Street 52, Singapore, Singapore",1.34495245,103.7200352,
831 JURONG WEST ST 81 SINGAPORE,"831, Jurong West Street 81, 640831, Jurong West Street 81, Singapore, Singapore",1.3449644,103.6947452,
246 SIMEI ST 5 SINGAPORE,"246, Simei Street 5, 520246, Simeo Street 5, Singapore, Singapore",1.34499045,103.95415,
159 SIMEI RD SINGAPORE,"159, Simei Road, 520159, Simei Road, Singapore, Singapore",1.345002,103.9600654,
680B JURONG WEST CTRL 1 SINGAPORE,"680B, Jurong West Central 1, 642680, Jurong West Central 1, Singapore, Singapore",1.3450063,103.7053403,
828A JURONG WEST ST 81 SINGAPORE,"828A, Jurong West Street 81, 641828, Jurong West Street 81, Singapore, Singapore",1.34501585,103.6935413,
156 SIMEI RD SINGAPORE,"156, Simei Road, 520156, Simei Road, Singapore, Singapore",1.3450517,103.9589053,
844 JURONG WEST ST 81 SINGAPORE,"844, Jurong West Street 81, 640844, Jurong West Street 81, Singapore, Singapore",1.34505405,103.692491,
518 JURONG WEST ST 52 SINGAPORE,"518, Jurong West Street 52, 640518, Jurong West Street 52, Singapore, Singapore",1.3450542,103.7180755,
141 BISHAN ST 12 SINGAPORE,"141, Bishan Street 12, 570141, Bishan Street 12, Singapore, Singapore",1.34507265,103.8535076,
674B JURONG WEST ST 65 SINGAPORE,"674B, Jurong West Street 65, 642674, Jurong West Street 65, Singapore, Singapore",1.34508205,103.7019693,
680C JURONG WEST CTRL 1 SINGAPORE,"680C, Jurong West Central 1, 643680, Jurong West Central 1, Singapore, Singapore",1.3451012,103.7057581,
297 BT BATOK ST 22 SINGAPORE,"297, Bukit Batok Street 22, 650297, Bukit Batok Street 22, Singapore, Singapore",1.34510765,103.7472127,
678A JURONG WEST ST 64 SINGAPORE,"678A, Jurong West Street 64, 641678, Jurong West Street 64, Singapore, Singapore",1.34511395,103.7041827,
678B JURONG WEST ST 64 SINGAPORE,"678B, Jurong West Street 64, 642678, Jurong West Street 64, Singapore, Singapore",1.3451222,103.703904,
288G BT BATOK ST 25 SINGAPORE,"Nature View, 288G, Bukit Batok Street 25, 656288, Bukit Batok Street 25, Singapore, Singapore",1.34512645,103.7596771,
847 JURONG WEST ST 81 SINGAPORE,"847, Jurong West Street 81, 640847, Jurong West Street 81, Singapore, Singapore",1.3451327,103.6920734,
818 JURONG WEST ST 81 SINGAPORE,"818, Jurong West Street 81, 640818, Jurong West Street 81, Singapore, Singapore",1.345138,103.6952013,
260 BOON LAY DR SINGAPORE,"260, Boon Lay Drive, 640260, Boon Lay Drive, Singapore, Singapore",1.34514715,103.7077904,
102 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.3451543,103.8479834,
153 SIMEI ST 1 SINGAPORE,"153, Simei Street 1, 520153, Simei Street 1, Singapore, Singapore",1.34515825,103.9574235,
187 BOON LAY AVE SINGAPORE,"187, Boon Lay Avenue, 640187, Boon Lay Avenue, Singapore, Singapore",1.34517205,103.7107016,
828 JURONG WEST ST 81 SINGAPORE,"828, Jurong West Street 81, 640828, Jurong West Street 81, Singapore, Singapore",1.34518285,103.6930572,
288A BT BATOK ST 25 SINGAPORE,"288A, Bukit Batok Street 25, 650288, Bukit Batok Street 25, Singapore, Singapore",1.3451844,103.7606741,
151 BISHAN ST 11 SINGAPORE,"151, Bishan Street 11, 570151, Bishan Street 11, Singapore, Singapore",1.3452161,103.8558022,
724 JURONG WEST ST 72 SINGAPORE,"724, Jurong West Street 72, 640724, Jurong West Street 72, Singapore, Singapore",1.34522215,103.69836,
139 BISHAN ST 12 SINGAPORE,"139, Bishan Street 12, 570139, Bishan Street 12, Singapore, Singapore",1.3452395,103.852742,
263 BOON LAY DR SINGAPORE,"263, Boon Lay Drive, 640263, Boon Lay Drive, Singapore, Singapore",1.34525985,103.7068378,
206 BOON LAY DR SINGAPORE,"206A, Boon Lay Drive, 641206, Boon Lay Drive, Singapore, Singapore",1.3452649,103.7155255,
815 JURONG WEST ST 81 SINGAPORE,"815, Jurong West Street 81, 640815, Jurong West Street 81, Singapore, Singapore",1.34527675,103.696013,
846 JURONG WEST ST 81 SINGAPORE,"846, Jurong West Street 81, 640846, Jurong West Street 81, Singapore, Singapore",1.3452943,103.6915399,
830A JURONG WEST ST 81 SINGAPORE,"830A, Jurong West Street 81, 641830, Jurong West Street 81, Singapore, Singapore",1.34530045,103.6940345,
288F BT BATOK ST 25 SINGAPORE,"288F, Bukit Batok Street 25, 655288, Bukit Batok Street 25, Singapore, Singapore",1.34530845,103.7583214,
144 SIMEI ST 2 SINGAPORE,"144, Simei Street 2, 520144, Simei Street 2, Singapore, Singapore",1.34532115,103.9555565,
934 TAMPINES ST 91 SINGAPORE,"934, Tampines Street 91, 520934, Tampines Street 91, Singapore, Singapore",1.34532755,103.9400723,
131 BISHAN ST 12 SINGAPORE,"Blk 131, Bishan Street 12, 570131, Bishan Street 12, Singapore, Singapore",1.3453308,103.8512449,
346 JURONG EAST ST 31 SINGAPORE,"UOB, 346, Jurong East Street 31, 600346, Jurong East Street 31, Singapore, Singapore",1.3453325,103.730543,
517A JURONG WEST ST 52 SINGAPORE,"517A, Jurong West Street 52, 641517, Jurong West Street 52, Singapore, Singapore",1.3453332,103.7212598,
733 JURONG WEST ST 73 SINGAPORE,"733, Jurong West Street 73, 640733, Jurong West Street 73, Singapore, Singapore",1.34534755,103.7000265,
803 TAMPINES AVE 4 SINGAPORE,"803, Tampines Avenue 4, 520803, Tampines Avenue 4, Singapore, Singapore",1.3453569,103.9380407,
830 JURONG WEST ST 81 SINGAPORE,"830, Jurong West Street 81, 640830, Jurong West Street 81, Singapore, Singapore",1.34535975,103.693448,
305 JURONG EAST ST 32 SINGAPORE,"305, Jurong East Street 32, 600305, Jurong East Street 32, Singapore, Singapore",1.3453752,103.7353729,
933 TAMPINES ST 91 SINGAPORE,"933, Tampines Street 91, 520933, Tampines Street 91, Singapore, Singapore",1.34537725,103.9387269,
677C JURONG WEST ST 64 SINGAPORE,"677C, Jurong West Street 64, 643677, Jurong West Street 64, Singapore, Singapore",1.34538335,103.704768,
725 JURONG WEST AVE 5 SINGAPORE,"725, Jurong West Avenue 5, 640725, Jurong West Avenue 5, Singapore, Singapore",1.34541085,103.6979421,
677B JURONG WEST ST 64 SINGAPORE,"677B, Jurong West Street 64, 642677, Jurong West Street 64, Singapore, Singapore",1.3454159,103.7044992,
734 JURONG WEST ST 73 SINGAPORE,"734, Jurong West Street 73, 640734, Jurong West Street 73, Singapore, Singapore",1.34542545,103.7004237,
142 SIMEI ST 2 SINGAPORE,"142, Simei Street 2, 520142, Simei Street 2, Singapore, Singapore",1.34542675,103.9552411,
675A JURONG WEST ST 64 SINGAPORE,"675A, Jurong West Street 64, 641675, Jurong West Street 64, Singapore, Singapore",1.34543435,103.7035407,
156 BISHAN ST 13 SINGAPORE,"156, Bishan Street 13, 570156, Bishan Street 13, Singapore, Singapore",1.3454356,103.8567803,
122 SIMEI ST 1 SINGAPORE,"122, Simei Street 1, 520122, Simei Street 1, Singapore, Singapore",1.34544465,103.9523895,
209 BT BATOK ST 21 SINGAPORE,"209, Bukit Batok Street 21, 650209, Bukit Batok Street 21, Singapore, Singapore",1.3454616,103.7488125,
142 BISHAN ST 12 SINGAPORE,"142, Bishan Street 12, 570142, Bishan Street 12, Singapore, Singapore",1.34546505,103.8535901,
190 BT BATOK WEST AVE 6 SINGAPORE,,1.3454674,103.7458714,
162 SIMEI RD SINGAPORE,"162, Simei Road, 520162, Simei Road, Singapore, Singapore",1.3454689,103.9597574,
147 SIMEI ST 2 SINGAPORE,"147, Simei Street 2, 520147, Simei Street 2, Singapore, Singapore",1.3454777,103.9558501,
261 BOON LAY DR SINGAPORE,"261, Boon Lay Drive, 640261, Boon Lay Drive, Singapore, Singapore",1.3454853,103.7077686,
152 BISHAN ST 11 SINGAPORE,"Bishan St 11 Wet Market, 152B, Bishan Street 11, 570153, Bishan Street 11, Singapore, Singapore",1.3454865,103.8551912,
816 JURONG WEST ST 81 SINGAPORE,"816, Jurong West Street 81, 640816, Jurong West Street 81, Singapore, Singapore",1.3454943,103.6964733,
127 TAMPINES ST 11 SINGAPORE,"127, Tampines Street 11, 521127, Tampines Street 11, Singapore, Singapore",1.3454951,103.9507301,
134 BISHAN ST 12 SINGAPORE,"134, Bishan Street 12, 570134, Bishan Street 12, Singapore, Singapore",1.3455006,103.8521437,
103 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.345517,103.848267,
165 SIMEI RD SINGAPORE,"165, Simei Road, 520165, Simei Road, Singapore, Singapore",1.3455215,103.9589819,
806 TAMPINES AVE 4 SINGAPORE,"806, Tampines Avenue 4, 520806, Tampines Avenue 4, Singapore, Singapore",1.34552915,103.9368576,
345 JURONG EAST ST 31 SINGAPORE,"UOB, 345, Jurong East Street 31, 600345, Jurong East Street 31, Singapore, Singapore",1.3455358,103.7312649,
519 JURONG WEST ST 52 SINGAPORE,"519, Jurong West Street 52, 640519, Jurong West Street 52, Singapore, Singapore",1.34554295,103.7175872,
124 TAMPINES ST 11 SINGAPORE,"124, Tampines Street 11, 521124, Tampines Street 11, Singapore, Singapore",1.34555415,103.9494425,
210 BT BATOK ST 21 SINGAPORE,"210A, Bukit Batok Street 21, 651210, Bukit Batok Street 21, Singapore, Singapore",1.34557795,103.7509626,
827 JURONG WEST ST 81 SINGAPORE,"827, Jurong West Street 81, 640827, Jurong West Street 81, Singapore, Singapore",1.34557855,103.6931733,
161 SIMEI RD SINGAPORE,"161, Simei Road, 520161, Simei Road, Singapore, Singapore",1.34558675,103.9603459,
259 BOON LAY DR SINGAPORE,"259, Boon Lay Drive, 640259, Boon Lay Drive, Singapore, Singapore",1.3456039,103.7087349,
191 BT BATOK WEST AVE 6 SINGAPORE,,1.3456041,103.7453443,
133 BISHAN ST 12 SINGAPORE,"133, Bishan Street 12, 570134, Bishan Street 12, Singapore, Singapore",1.3456093,103.8517771,
516 JURONG WEST ST 52 SINGAPORE,"516, Jurong West Street 52, 640516, Jurong West Street 52, Singapore, Singapore",1.3456098,103.7209177,
517 JURONG WEST ST 52 SINGAPORE,"517, Jurong West Street 52, 640517, Jurong West Street 52, Singapore, Singapore",1.34561215,103.7194964,
819 JURONG WEST ST 81 SINGAPORE,"819, Jurong West Street 81, 640819, Jurong West Street 81, Singapore, Singapore",1.3456209,103.6951183,
174 BT BATOK WEST AVE 8 SINGAPORE,"174, Bukit Batok West Avenue 8, 650174, Bukit Batok West Avenue 8, Singapore, Singapore",1.34562095,103.7410914,
123 SIMEI ST 1 SINGAPORE,"123, Simei Street 1, 520123, Simei Street 1, Singapore, Singapore",1.3456239,103.9535847,
288E BT BATOK ST 25 SINGAPORE,"288E, Bukit Batok Street 25, 654288, Bukit Batok Street 25, Singapore, Singapore",1.3456253,103.7587039,
262 BOON LAY DR SINGAPORE,"262A, Boon Lay Drive, 641262, Boon Lay Drive, Singapore, Singapore",1.34562595,103.7072864,
131 SIMEI ST 1 SINGAPORE,"131, Simei Street 1, 520131, Simei Street 1, Singapore, Singapore",1.34562785,103.9541401,
726 JURONG WEST AVE 5 SINGAPORE,"726, Jurong West Avenue 5, 640726, Jurong West Avenue 5, Singapore, Singapore",1.34563065,103.697127,
932 TAMPINES ST 91 SINGAPORE,"932, Tampines Street 91, 520932, Tampines Street 91, Singapore, Singapore",1.3456352,103.9394699,
181 BT BATOK WEST AVE 8 SINGAPORE,"181, Bukit Batok West Avenue 8, 650181, Bukit Batok West Avenue 8, Singapore, Singapore",1.345648,103.7434514,
192 BT BATOK WEST AVE 6 SINGAPORE,,1.3456598,103.7447603,
182 BT BATOK WEST AVE 8 SINGAPORE,"182, Bukit Batok West Avenue 8, 650182, Bukit Batok West Avenue 8, Singapore, Singapore",1.34566855,103.7440426,
180 BT BATOK WEST AVE 8 SINGAPORE,"180, Bukit Batok West Avenue 8, 650180, Bukit Batok West Avenue 8, Singapore, Singapore",1.3456695,103.7431777,
141 SIMEI ST 2 SINGAPORE,"141, Simei Street 2, 520141, Simei Street 2, Singapore, Singapore",1.34567115,103.9549067,
175 BT BATOK WEST AVE 8 SINGAPORE,"175, Bukit Batok West Avenue 8, 650175, Bukit Batok West Avenue 8, Singapore, Singapore",1.3456785,103.7419021,
132 BISHAN ST 12 SINGAPORE,"132, Bishan Street 12, 570132, Bishan Street 12, Singapore, Singapore",1.34568265,103.8515587,
814 JURONG WEST ST 81 SINGAPORE,"814, Jurong West Street 81, 640814, Jurong West Street 81, Singapore, Singapore",1.34569245,103.6955985,
935 TAMPINES ST 91 SINGAPORE,"935, Tampines Street 91, 520935, Tampines Street 91, Singapore, Singapore",1.34569545,103.9411751,
172 BT BATOK WEST AVE 8 SINGAPORE,"172, Bukit Batok West Avenue 8, 650172, Bukit Batok West Avenue 8, Singapore, Singapore",1.34570115,103.7407306,
186 BOON LAY AVE SINGAPORE,"186, Boon Lay Avenue, 640186, Boon Lay Avenue, Singapore, Singapore",1.34571175,103.7117541,
731 JURONG WEST ST 72 SINGAPORE,"731, Jurong West Street 72, 640731, Jurong West Street 72, Singapore, Singapore",1.3457127,103.6984623,
677A JURONG WEST ST 64 SINGAPORE,"677A, Jurong West Street 64, 641677, Jurong West Street 64, Singapore, Singapore",1.34573085,103.7048484,
179 BT BATOK WEST AVE 8 SINGAPORE,"179, Bukit Batok West Avenue 8, 650179, Bukit Batok West Avenue 8, Singapore, Singapore",1.3457329,103.742247,
143 BISHAN ST 12 SINGAPORE,"143, Bishan Street 12, 570143, Bishan Street 12, Singapore, Singapore",1.34573525,103.8528579,
804 TAMPINES AVE 4 SINGAPORE,"804, Tampines Avenue 4, 520804, Tampines Avenue 4, Singapore, Singapore",1.34574465,103.9373787,
265 BOON LAY DR SINGAPORE,"265, Boon Lay Drive, 640265, Boon Lay Drive, Singapore, Singapore",1.34575255,103.7065641,
129 BISHAN ST 12 SINGAPORE,"129, Bishan Street 12, 570129, Bishan Street 12, Singapore, Singapore",1.3457534,103.8504073,
126 TAMPINES ST 11 SINGAPORE,"126, Tampines Street 11, 521126, Tampines Street 11, Singapore, Singapore",1.3457711,103.9503492,
727 JURONG WEST AVE 5 SINGAPORE,"727, Jurong West Avenue 5, 640727, Jurong West Avenue 5, Singapore, Singapore",1.3457727,103.6976995,
104 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.3457776,103.8481601,
105 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.3458173,103.8475482,
675B JURONG WEST ST 64 SINGAPORE,"675B, Jurong West Street 64, 642675, Jurong West Street 64, Singapore, Singapore",1.34581915,103.7037384,
151 SIMEI ST 1 SINGAPORE,"151, Simei Street 1, 520151, Simei Street 1, Singapore, Singapore",1.3458442,103.9571739,
849 JURONG WEST ST 81 SINGAPORE,"849, Jurong West Street 81, 640849, Jurong West Street 81, Singapore, Singapore",1.3458498,103.6916029,
144 BISHAN ST 12 SINGAPORE,"144, Bishan Street 12, 570144, Bishan Street 12, Singapore, Singapore",1.3458613,103.8536032,
807 TAMPINES AVE 4 SINGAPORE,"807, Tampines Avenue 4, 520807, Tampines Avenue 4, Singapore, Singapore",1.3458673,103.93604,
288D BT BATOK ST 25 SINGAPORE,"288D, Bukit Batok Street 25, 653288, Bukit Batok Street 25, Singapore, Singapore",1.34587595,103.7590728,
130 BISHAN ST 12 SINGAPORE,"130, Bishan Street 12, 570130, Bishan Street 12, Singapore, Singapore",1.3458811,103.851058,
208 BT BATOK ST 21 SINGAPORE,"208, Bukit Batok Street 21, 650208, Bukit Batok Street 21, Singapore, Singapore",1.34588225,103.7488371,
848 JURONG WEST ST 81 SINGAPORE,"848, Jurong West Street 81, 640848, Jurong West Street 81, Singapore, Singapore",1.34589335,103.6921655,
306 JURONG EAST ST 32 SINGAPORE,"306, Jurong East Street 32, 600306, Jurong East Street 32, Singapore, Singapore",1.34590695,103.7356135,
343 JURONG EAST ST 31 SINGAPORE,"343, Jurong East Street 31, 600343, Jurong East Street 31, Singapore, Singapore",1.3459076,103.7310881,
163 SIMEI RD SINGAPORE,"163, Simei Road, 520163, Simei Road, Singapore, Singapore",1.34591045,103.9593854,
813 JURONG WEST ST 81 SINGAPORE,"813, Jurong West Street 81, 640813, Jurong West Street 81, Singapore, Singapore",1.3459202,103.6960467,
201 BT BATOK ST 21 SINGAPORE,"201, Bukit Batok Street 21, 650201, Bukit Batok Street 21, Singapore, Singapore",1.3459292,103.7479007,
676A JURONG WEST ST 64 SINGAPORE,"676A, Jurong West Street 64, 641676, Jurong West Street 64, Singapore, Singapore",1.3459412,103.704586,
157 BISHAN ST 13 SINGAPORE,"157, Bishan Street 13, 570157, Bishan Street 13, Singapore, Singapore",1.34594535,103.8565511,
189 BT BATOK WEST AVE 6 SINGAPORE,,1.3459487,103.7463441,
930 TAMPINES ST 91 SINGAPORE,"930, Tampines Street 91, 520930, Tampines Street 91, Singapore, Singapore",1.3459637,103.9396197,
164 SIMEI RD SINGAPORE,"164, Simei Road, 520164, Simei Road, Singapore, Singapore",1.34596635,103.9586447,
520 JURONG WEST ST 52 SINGAPORE,"520, Jurong West Street 52, 640520, Jurong West Street 52, Singapore, Singapore",1.34596665,103.717493,
264 BOON LAY DR SINGAPORE,"264, Boon Lay Drive, 640264, Boon Lay Drive, Singapore, Singapore",1.3459703,103.7070475,
149 SIMEI ST 1 SINGAPORE,"149, Simei Street 1, 520149, Simei Street 1, Singapore, Singapore",1.34597065,103.956002,
114 TAMPINES ST 11 SINGAPORE,"114, Tampines Street 11, 521138, Tampines Street 11, Singapore, Singapore",1.34597795,103.9467809,
826 JURONG WEST ST 81 SINGAPORE,"826, Jurong West Street 81, 640826, Jurong West Street 81, Singapore, Singapore",1.34598545,103.6946479,
735 JURONG WEST ST 75 SINGAPORE,"735, Jurong West Street 75, 640735, Jurong West Street 75, Singapore, Singapore",1.34598685,103.7009398,
176 BT BATOK WEST AVE 8 SINGAPORE,"176, Bukit Batok West Avenue 8, 650176, Bukit Batok West Avenue 8, Singapore, Singapore",1.3460029,103.7413786,
178 BT BATOK WEST AVE 8 SINGAPORE,"178, Bukit Batok West Avenue 8, 650178, Bukit Batok West Avenue 8, Singapore, Singapore",1.34600415,103.7427311,
173 BT BATOK WEST AVE 8 SINGAPORE,"173, Bukit Batok West Avenue 8, 650173, Bukit Batok West Avenue 8, Singapore, Singapore",1.3460068,103.7408408,
193 BT BATOK WEST AVE 6 SINGAPORE,,1.3460204,103.7444773,
802 TAMPINES AVE 4 SINGAPORE,"802, Tampines Avenue 4, 520802, Tampines Avenue 4, Singapore, Singapore",1.34602135,103.9380338,
928 TAMPINES ST 91 SINGAPORE,"928, Tampines Street 91, 520928, Tampines Street 91, Singapore, Singapore",1.34603675,103.9402253,
676B JURONG WEST ST 64 SINGAPORE,"676B, Jurong West Street 64, 642676, Jurong West Street 64, Singapore, Singapore",1.34603715,103.704154,
257 BOON LAY DR SINGAPORE,"257A, Boon Lay Drive, 641257, Boon Lay Drive, Singapore, Singapore",1.3460547,103.7075676,
926 TAMPINES ST 91 SINGAPORE,"926, Tampines Street 91, 520926, Tampines Street 91, Singapore, Singapore",1.3460548,103.9410979,
728 JURONG WEST AVE 5 SINGAPORE,"728, Jurong West Avenue 5, 640728, Jurong West Avenue 5, Singapore, Singapore",1.34605515,103.6978819,
258 BOON LAY DR SINGAPORE,"258, Boon Lay Drive, 640258, Boon Lay Drive, Singapore, Singapore",1.34605595,103.708621,
106 BISHAN ST 12 SINGAPORE,"Bishan Street 12, 570129, Singapore, Singapore",1.3460647,103.8478439,
316 JURONG EAST ST 32 SINGAPORE,"316, Jurong East Street 32, 600316, Jurong East Street 32, Singapore, Singapore",1.3460757,103.732074,
128 BISHAN ST 12 SINGAPORE,"128, Bishan Street 12, 570128, Bishan Street 12, Singapore, Singapore",1.34609555,103.8504653,
805 TAMPINES AVE 4 SINGAPORE,"805, Tampines Avenue 4, 520805, Tampines Avenue 4, Singapore, Singapore",1.3461011,103.9374159,
732 JURONG WEST ST 73 SINGAPORE,"732, Jurong West Street 73, 640732, Jurong West Street 73, Singapore, Singapore",1.34610165,103.6994622,
931 TAMPINES ST 91 SINGAPORE,"931, Tampines Street 91, 520931, Tampines Street 91, Singapore, Singapore",1.3461028,103.9390464,
288C BT BATOK ST 25 SINGAPORE,"288C, Bukit Batok Street 25, 652288, Bukit Batok Street 25, Singapore, Singapore",1.3461037,103.7596515,
